employee_id,employee_name,tasks_completed,average_task_quality,projects_led,client_satisfaction_score,hours_worked,deadline_met_score,innovation_score,efficiency_score,performance_rating
5081,Employee 5081,30,6.0,1,88.0,34,8.0,5.0,9.0,Low
5082,Employee 5082,39,9.0,1,57.0,32,6.0,1.0,8.0,Low
5083,Employee 5083,44,6.0,3,97.0,31,5.0,2.0,6.0,Low
5084,Employee 5084,56,7.0,3,74.0,34,9.0,7.0,5.0,Low
5085,Employee 5085,40,6.0,0,83.0,49,7.0,9.0,8.0,Low
5086,Employee 5086,27,7.0,1,57.0,30,6.0,1.0,7.0,Low
5087,Employee 5087,35,9.0,2,74.0,49,8.0,3.0,6.0,Low
5088,Employee 5088,28,8.0,1,66.0,37,9.0,7.0,7.0,Low
5089,Employee 5089,31,5.0,1,59.0,42,5.0,7.0,6.0,Low
5090,Employee 5090,24,5.0,2,94.0,30,6.0,9.0,9.0,Low
5091,Employee 5091,53,9.0,3,72.0,34,6.0,7.0,5.0,Low
5092,Employee 5092,41,8.0,2,87.0,36,8.0,8.0,8.0,Low
5093,Employee 5093,44,7.0,0,52.0,30,9.0,3.0,8.0,Low
5094,Employee 5094,58,6.0,1,52.0,35,5.0,2.0,5.0,Low
5095,Employee 5095,51,8.0,2,80.0,38,9.0,9.0,5.0,Low
5096,Employee 5096,57,5.0,4,82.0,38,9.0,4.0,9.0,Low
5097,Employee 5097,42,6.0,1,77.0,30,6.0,6.0,9.0,Low
5098,Employee 5098,30,9.0,4,96.0,36,5.0,4.0,9.0,Low
5099,Employee 5099,29,9.0,1,82.0,30,7.0,3.0,8.0,Low
5100,Employee 5100,51,8.0,1,75.0,34,7.0,9.0,6.0,Low
5101,Employee 5101,20,8.0,0,97.0,41,5.0,4.0,8.0,Low
5102,Employee 5102,58,8.0,3,96.0,46,9.0,8.0,9.0,Low
5103,Employee 5103,55,5.0,0,86.0,49,7.0,6.0,9.0,Low
5104,Employee 5104,48,6.0,3,76.0,41,5.0,1.0,5.0,Low
5105,Employee 5105,51,9.0,4,51.0,32,5.0,1.0,5.0,Low
5106,Employee 5106,20,6.0,4,63.0,38,9.0,1.0,6.0,Low
5107,Employee 5107,22,6.0,2,87.0,45,9.0,6.0,8.0,Low
5108,Employee 5108,55,5.0,2,57.0,39,9.0,6.0,6.0,Low
5109,Employee 5109,28,7.0,0,85.0,31,8.0,5.0,9.0,Low
5110,Employee 5110,22,6.0,0,70.0,44,8.0,6.0,7.0,Low
5111,Employee 5111,43,8.0,3,50.0,46,7.0,6.0,7.0,Low
5112,Employee 5112,25,6.0,0,56.0,36,8.0,8.0,8.0,Low
5113,Employee 5113,27,8.0,1,58.0,46,9.0,1.0,8.0,Low
5114,Employee 5114,58,7.0,4,78.0,33,7.0,3.0,5.0,Low
5115,Employee 5115,38,6.0,4,85.0,32,9.0,2.0,7.0,Low
5116,Employee 5116,35,7.0,1,88.0,45,7.0,6.0,6.0,Low
5117,Employee 5117,44,8.0,0,88.0,33,8.0,1.0,9.0,Low
5118,Employee 5118,27,8.0,1,82.0,30,8.0,9.0,5.0,Low
5119,Employee 5119,54,9.0,3,84.0,41,8.0,6.0,9.0,Low
5120,Employee 5120,46,8.0,4,83.0,31,6.0,1.0,9.0,Low
5121,Employee 5121,21,8.0,3,82.0,47,8.0,7.0,8.0,Low
5122,Employee 5122,29,8.0,0,65.0,43,9.0,5.0,8.0,Low
5123,Employee 5123,37,8.0,1,73.0,46,7.0,4.0,5.0,Low
5124,Employee 5124,25,5.0,4,69.0,43,5.0,7.0,6.0,Low
5125,Employee 5125,54,9.0,4,88.0,34,8.0,8.0,8.0,Low
5126,Employee 5126,55,6.0,2,89.0,38,8.0,6.0,7.0,Low
5127,Employee 5127,20,9.0,4,95.0,46,9.0,9.0,7.0,Low
5128,Employee 5128,55,6.0,3,96.0,35,8.0,8.0,7.0,Low
5129,Employee 5129,26,6.0,1,76.0,46,7.0,5.0,7.0,Low
5130,Employee 5130,22,7.0,0,97.0,30,5.0,8.0,8.0,Low
5131,Employee 5131,58,7.0,0,53.0,34,7.0,7.0,8.0,Low
5132,Employee 5132,28,9.0,2,64.0,47,6.0,1.0,8.0,Low
5133,Employee 5133,37,8.0,2,80.0,43,7.0,5.0,7.0,Low
5134,Employee 5134,45,6.0,0,92.0,30,9.0,3.0,7.0,Low
5135,Employee 5135,43,9.0,3,77.0,45,7.0,4.0,7.0,Low
5136,Employee 5136,32,6.0,3,84.0,42,7.0,1.0,8.0,Low
5137,Employee 5137,20,6.0,0,52.0,36,8.0,6.0,7.0,Low
5138,Employee 5138,41,7.0,3,93.0,34,8.0,3.0,6.0,Low
5139,Employee 5139,32,9.0,2,57.0,31,5.0,7.0,7.0,Low
5140,Employee 5140,57,9.0,0,94.0,41,6.0,1.0,5.0,Low
5141,Employee 5141,56,6.0,3,96.0,36,9.0,6.0,6.0,Low
5142,Employee 5142,39,5.0,2,61.0,30,6.0,8.0,9.0,Low
5143,Employee 5143,40,5.0,3,88.0,38,8.0,2.0,9.0,Low
5144,Employee 5144,28,9.0,2,80.0,47,5.0,3.0,6.0,Low
5145,Employee 5145,40,8.0,0,77.0,40,7.0,8.0,7.0,Low
5146,Employee 5146,42,6.0,2,97.0,44,6.0,3.0,6.0,Low
5147,Employee 5147,32,7.0,2,85.0,49,9.0,3.0,5.0,Low
5148,Employee 5148,47,5.0,4,93.0,41,8.0,2.0,6.0,Low
5149,Employee 5149,45,6.0,2,60.0,44,9.0,7.0,8.0,Low
5150,Employee 5150,43,6.0,2,50.0,47,5.0,2.0,6.0,Low
5151,Employee 5151,52,5.0,0,92.0,34,5.0,1.0,8.0,Low
5152,Employee 5152,32,5.0,1,77.0,47,8.0,6.0,5.0,Low
5153,Employee 5153,44,9.0,3,60.0,30,6.0,9.0,5.0,Low
5154,Employee 5154,45,8.0,0,74.0,49,5.0,3.0,5.0,Low
5155,Employee 5155,52,5.0,0,81.0,35,6.0,8.0,6.0,Low
5156,Employee 5156,28,7.0,3,85.0,34,5.0,7.0,8.0,Low
5157,Employee 5157,56,5.0,3,57.0,35,5.0,7.0,9.0,Low
5158,Employee 5158,26,9.0,3,92.0,44,6.0,3.0,7.0,Low
5159,Employee 5159,27,9.0,4,87.0,34,5.0,9.0,8.0,Low
5160,Employee 5160,56,5.0,1,66.0,47,7.0,3.0,6.0,Low
5161,Employee 5161,52,7.0,3,90.0,40,5.0,7.0,7.0,Low
5162,Employee 5162,23,5.0,2,64.0,41,8.0,6.0,7.0,Low
5163,Employee 5163,23,6.0,4,95.0,49,7.0,2.0,8.0,Low
5164,Employee 5164,42,6.0,2,98.0,33,5.0,4.0,7.0,Low
5165,Employee 5165,21,9.0,2,70.0,45,7.0,3.0,7.0,Low
5166,Employee 5166,28,9.0,4,77.0,47,7.0,3.0,9.0,Low
5167,Employee 5167,25,9.0,0,78.0,34,9.0,2.0,7.0,Low
5168,Employee 5168,36,5.0,1,65.0,35,5.0,9.0,5.0,Low
5169,Employee 5169,59,7.0,1,58.0,39,5.0,1.0,8.0,Low
5170,Employee 5170,35,8.0,4,92.0,38,6.0,2.0,7.0,Low
5171,Employee 5171,32,5.0,3,83.0,33,9.0,6.0,6.0,Low
5172,Employee 5172,57,6.0,3,59.0,40,7.0,8.0,5.0,Low
5173,Employee 5173,22,6.0,0,96.0,47,6.0,4.0,7.0,Low
5174,Employee 5174,44,8.0,0,69.0,46,6.0,1.0,8.0,Low
5175,Employee 5175,32,9.0,4,67.0,41,9.0,3.0,5.0,Low
5176,Employee 5176,34,7.0,3,63.0,38,6.0,8.0,9.0,Low
5177,Employee 5177,34,5.0,0,82.0,40,8.0,4.0,6.0,Low
5178,Employee 5178,31,5.0,4,87.0,39,8.0,4.0,7.0,Low
5179,Employee 5179,22,8.0,3,52.0,36,5.0,9.0,9.0,Low
5180,Employee 5180,24,7.0,3,84.0,36,6.0,2.0,9.0,Low
5181,Employee 5181,59,5.0,2,83.0,39,9.0,6.0,8.0,Low
5182,Employee 5182,30,8.0,1,79.0,35,5.0,3.0,7.0,Low
5183,Employee 5183,53,5.0,1,67.0,42,9.0,9.0,9.0,Low
5184,Employee 5184,48,9.0,1,63.0,41,8.0,1.0,7.0,Low
5185,Employee 5185,40,7.0,4,63.0,46,7.0,1.0,5.0,Low
5186,Employee 5186,50,7.0,4,68.0,34,9.0,3.0,8.0,Low
5187,Employee 5187,23,5.0,4,70.0,42,9.0,7.0,8.0,Low
5188,Employee 5188,36,8.0,4,90.0,32,6.0,7.0,6.0,Low
5189,Employee 5189,47,5.0,2,92.0,32,9.0,6.0,6.0,Low
5190,Employee 5190,48,8.0,1,60.0,32,7.0,9.0,5.0,Low
5191,Employee 5191,36,8.0,2,72.0,46,5.0,8.0,7.0,Low
5192,Employee 5192,49,5.0,4,77.0,44,9.0,9.0,6.0,Low
5193,Employee 5193,24,8.0,0,59.0,41,5.0,3.0,9.0,Low
5194,Employee 5194,21,7.0,0,98.0,40,9.0,5.0,8.0,Low
5195,Employee 5195,27,9.0,2,72.0,36,5.0,2.0,5.0,Low
5196,Employee 5196,21,9.0,0,58.0,44,7.0,4.0,5.0,Low
5197,Employee 5197,20,8.0,4,54.0,33,5.0,5.0,6.0,Low
5198,Employee 5198,46,8.0,1,78.0,42,8.0,8.0,8.0,Low
5199,Employee 5199,40,6.0,2,91.0,40,9.0,6.0,8.0,Low
5200,Employee 5200,28,8.0,4,65.0,35,7.0,1.0,8.0,Low
5201,Employee 5201,51,5.0,0,69.0,41,7.0,7.0,8.0,Low
5202,Employee 5202,27,6.0,4,60.0,42,7.0,4.0,7.0,Low
5203,Employee 5203,46,7.0,4,85.0,42,7.0,2.0,6.0,Low
5204,Employee 5204,56,6.0,1,58.0,38,5.0,2.0,8.0,Low
5205,Employee 5205,41,8.0,1,65.0,47,9.0,9.0,8.0,Low
5206,Employee 5206,42,9.0,0,61.0,35,5.0,8.0,8.0,Low
5207,Employee 5207,39,6.0,0,60.0,42,7.0,5.0,7.0,Low
5208,Employee 5208,40,6.0,3,99.0,43,8.0,4.0,5.0,Low
5209,Employee 5209,32,7.0,2,50.0,48,9.0,8.0,6.0,Low
5210,Employee 5210,57,9.0,1,56.0,40,7.0,7.0,8.0,Low
5211,Employee 5211,33,7.0,1,60.0,49,6.0,8.0,5.0,Low
5212,Employee 5212,43,5.0,4,68.0,32,8.0,7.0,5.0,Low
5213,Employee 5213,21,8.0,3,74.0,40,9.0,9.0,6.0,Low
5214,Employee 5214,50,5.0,4,51.0,41,8.0,2.0,9.0,Low
5215,Employee 5215,59,8.0,2,87.0,42,7.0,9.0,6.0,Low
5216,Employee 5216,51,7.0,3,89.0,30,9.0,1.0,6.0,Low
5217,Employee 5217,46,5.0,2,76.0,39,7.0,6.0,8.0,Low
5218,Employee 5218,56,9.0,1,55.0,30,6.0,7.0,9.0,Low
5219,Employee 5219,48,7.0,1,96.0,49,9.0,9.0,9.0,Low
5220,Employee 5220,21,6.0,3,90.0,44,7.0,4.0,7.0,Low
5221,Employee 5221,53,7.0,0,56.0,37,9.0,9.0,6.0,Low
5222,Employee 5222,41,7.0,2,70.0,40,5.0,2.0,6.0,Low
5223,Employee 5223,39,5.0,1,59.0,34,8.0,1.0,6.0,Low
5224,Employee 5224,37,6.0,2,53.0,33,8.0,3.0,5.0,Low
5225,Employee 5225,36,7.0,3,65.0,41,7.0,2.0,8.0,Low
5226,Employee 5226,48,7.0,2,53.0,33,9.0,8.0,8.0,Low
5227,Employee 5227,28,9.0,2,74.0,43,5.0,2.0,7.0,Low
5228,Employee 5228,54,8.0,2,53.0,36,5.0,2.0,6.0,Low
5229,Employee 5229,22,6.0,3,86.0,30,6.0,3.0,8.0,Low
5230,Employee 5230,54,6.0,1,99.0,37,7.0,6.0,8.0,Low
5231,Employee 5231,28,6.0,4,80.0,34,9.0,8.0,8.0,Low
5232,Employee 5232,36,6.0,1,80.0,43,8.0,6.0,5.0,Low
5233,Employee 5233,38,9.0,2,84.0,33,6.0,8.0,9.0,Low
5234,Employee 5234,36,5.0,0,53.0,33,7.0,2.0,8.0,Low
5235,Employee 5235,54,9.0,1,95.0,39,6.0,6.0,6.0,Low
5236,Employee 5236,55,5.0,0,75.0,42,9.0,6.0,8.0,Low
5237,Employee 5237,25,9.0,1,99.0,44,9.0,1.0,7.0,Low
5238,Employee 5238,50,6.0,4,67.0,46,7.0,6.0,7.0,Low
5239,Employee 5239,44,5.0,4,52.0,30,8.0,6.0,7.0,Low
5240,Employee 5240,57,6.0,0,73.0,36,7.0,4.0,6.0,Low
5241,Employee 5241,27,6.0,2,90.0,34,9.0,9.0,6.0,Low
5242,Employee 5242,54,8.0,0,59.0,46,8.0,7.0,7.0,Low
5243,Employee 5243,39,6.0,4,58.0,45,7.0,5.0,5.0,Low
5244,Employee 5244,31,6.0,1,97.0,31,9.0,1.0,6.0,Low
5245,Employee 5245,46,7.0,2,88.0,41,8.0,9.0,9.0,Low
5246,Employee 5246,39,6.0,4,53.0,38,5.0,6.0,5.0,Low
5247,Employee 5247,52,8.0,4,86.0,33,6.0,8.0,9.0,Low
5248,Employee 5248,49,5.0,4,84.0,45,9.0,8.0,9.0,Low
5249,Employee 5249,43,7.0,3,79.0,46,5.0,6.0,8.0,Low
5250,Employee 5250,41,7.0,1,50.0,47,6.0,7.0,8.0,Low
5251,Employee 5251,25,6.0,2,55.0,42,6.0,1.0,5.0,Low
5252,Employee 5252,48,8.0,0,52.0,36,6.0,1.0,8.0,Low
5253,Employee 5253,32,6.0,1,96.0,38,6.0,2.0,8.0,Low
5254,Employee 5254,44,8.0,3,67.0,42,9.0,9.0,6.0,Low
5255,Employee 5255,52,8.0,2,59.0,33,9.0,8.0,8.0,Low
5256,Employee 5256,42,9.0,2,65.0,46,5.0,8.0,8.0,Low
5257,Employee 5257,58,7.0,0,58.0,30,8.0,4.0,9.0,Low
5258,Employee 5258,54,5.0,3,74.0,33,6.0,5.0,8.0,Low
5259,Employee 5259,35,6.0,4,87.0,37,7.0,2.0,7.0,Low
5260,Employee 5260,37,6.0,1,61.0,37,7.0,1.0,9.0,Low
5261,Employee 5261,55,7.0,0,73.0,35,5.0,6.0,7.0,Low
5262,Employee 5262,48,9.0,3,55.0,39,6.0,1.0,5.0,Low
5263,Employee 5263,55,8.0,0,85.0,34,6.0,7.0,9.0,Low
5264,Employee 5264,41,6.0,2,98.0,36,5.0,9.0,8.0,Low
5265,Employee 5265,47,6.0,1,95.0,36,6.0,1.0,8.0,Low
5266,Employee 5266,40,5.0,1,55.0,45,5.0,8.0,8.0,Low
5267,Employee 5267,47,7.0,3,61.0,41,7.0,4.0,5.0,Low
5268,Employee 5268,23,7.0,2,98.0,49,5.0,2.0,8.0,Low
5269,Employee 5269,50,8.0,1,58.0,35,8.0,7.0,9.0,Low
5270,Employee 5270,34,9.0,1,91.0,45,8.0,7.0,5.0,Low
5271,Employee 5271,58,8.0,1,56.0,42,5.0,7.0,6.0,Low
5272,Employee 5272,35,9.0,3,78.0,48,6.0,8.0,5.0,Low
5273,Employee 5273,31,6.0,3,99.0,49,8.0,4.0,9.0,Low
5274,Employee 5274,45,7.0,4,51.0,33,8.0,6.0,7.0,Low
5275,Employee 5275,42,7.0,3,54.0,31,7.0,3.0,6.0,Low
5276,Employee 5276,48,9.0,3,75.0,49,8.0,7.0,7.0,Low
5277,Employee 5277,40,5.0,1,96.0,33,5.0,6.0,8.0,Low
5278,Employee 5278,32,6.0,2,97.0,44,9.0,3.0,5.0,Low
5279,Employee 5279,45,6.0,2,57.0,42,7.0,1.0,9.0,Low
5280,Employee 5280,41,8.0,4,92.0,37,5.0,5.0,9.0,Low
5281,Employee 5281,42,6.0,4,59.0,44,8.0,8.0,6.0,Low
5282,Employee 5282,44,5.0,2,85.0,35,7.0,9.0,8.0,Low
5283,Employee 5283,57,7.0,2,97.0,32,5.0,9.0,8.0,Low
5284,Employee 5284,29,8.0,4,50.0,46,9.0,9.0,7.0,Low
5285,Employee 5285,53,6.0,2,81.0,38,8.0,2.0,8.0,Low
5286,Employee 5286,31,9.0,3,86.0,38,6.0,4.0,9.0,Low
5287,Employee 5287,44,6.0,0,96.0,30,7.0,4.0,9.0,Low
5288,Employee 5288,54,8.0,2,66.0,39,8.0,6.0,7.0,Low
5289,Employee 5289,41,6.0,1,83.0,44,9.0,7.0,8.0,Low
5290,Employee 5290,41,8.0,0,94.0,33,5.0,1.0,8.0,Low
5291,Employee 5291,48,9.0,4,79.0,38,7.0,3.0,8.0,Low
5292,Employee 5292,57,5.0,4,58.0,39,6.0,1.0,8.0,Low
5293,Employee 5293,26,7.0,1,81.0,36,8.0,6.0,6.0,Low
5294,Employee 5294,55,8.0,3,65.0,32,9.0,7.0,7.0,Low
5295,Employee 5295,57,9.0,4,52.0,32,5.0,9.0,6.0,Low
5296,Employee 5296,45,7.0,0,55.0,44,6.0,4.0,6.0,Low
5297,Employee 5297,47,8.0,1,90.0,33,8.0,1.0,8.0,Low
5298,Employee 5298,56,9.0,0,90.0,49,8.0,6.0,8.0,Low
5299,Employee 5299,50,9.0,0,73.0,42,7.0,1.0,7.0,Low
5300,Employee 5300,51,9.0,0,95.0,46,7.0,3.0,5.0,Low
5301,Employee 5301,31,9.0,0,97.0,36,8.0,4.0,6.0,Low
5302,Employee 5302,37,9.0,4,69.0,49,5.0,9.0,8.0,Low
5303,Employee 5303,38,8.0,4,92.0,46,7.0,9.0,9.0,Low
5304,Employee 5304,40,7.0,4,61.0,37,9.0,4.0,8.0,Low
5305,Employee 5305,53,6.0,0,85.0,45,8.0,1.0,6.0,Low
5306,Employee 5306,32,7.0,3,95.0,49,5.0,7.0,6.0,Low
5307,Employee 5307,41,6.0,1,61.0,46,7.0,1.0,6.0,Low
5308,Employee 5308,49,7.0,3,93.0,33,6.0,3.0,7.0,Low
5309,Employee 5309,56,5.0,3,78.0,32,5.0,9.0,6.0,Low
5310,Employee 5310,35,9.0,1,72.0,38,8.0,6.0,6.0,Low
5311,Employee 5311,59,9.0,4,91.0,46,6.0,3.0,8.0,Low
5312,Employee 5312,54,7.0,2,72.0,30,6.0,3.0,7.0,Low
5313,Employee 5313,45,9.0,2,65.0,32,6.0,1.0,5.0,Low
5314,Employee 5314,52,6.0,2,63.0,49,7.0,4.0,9.0,Low
5315,Employee 5315,28,8.0,1,89.0,39,9.0,7.0,8.0,Low
5316,Employee 5316,21,7.0,0,84.0,31,7.0,2.0,8.0,Low
5317,Employee 5317,43,5.0,3,72.0,46,7.0,1.0,5.0,Low
5318,Employee 5318,53,8.0,0,61.0,37,9.0,3.0,6.0,Low
5319,Employee 5319,42,9.0,0,99.0,32,5.0,6.0,6.0,Low
5320,Employee 5320,36,6.0,1,63.0,40,5.0,5.0,7.0,Low
5321,Employee 5321,48,9.0,2,57.0,37,5.0,1.0,6.0,Low
5322,Employee 5322,27,6.0,0,81.0,38,9.0,7.0,6.0,Low
5323,Employee 5323,27,7.0,4,68.0,39,9.0,1.0,6.0,Low
5324,Employee 5324,24,9.0,2,54.0,41,7.0,6.0,9.0,Low
5325,Employee 5325,26,8.0,2,63.0,47,6.0,1.0,8.0,Low
5326,Employee 5326,55,9.0,1,66.0,37,7.0,3.0,7.0,Low
5327,Employee 5327,56,6.0,2,93.0,30,6.0,9.0,6.0,Low
5328,Employee 5328,27,5.0,4,64.0,31,9.0,2.0,5.0,Low
5329,Employee 5329,44,5.0,4,79.0,42,6.0,2.0,9.0,Low
5330,Employee 5330,44,8.0,2,74.0,32,8.0,8.0,6.0,Low
5331,Employee 5331,52,9.0,1,53.0,36,7.0,5.0,6.0,Low
5332,Employee 5332,48,6.0,0,94.0,30,8.0,4.0,5.0,Low
5333,Employee 5333,43,7.0,0,98.0,48,7.0,9.0,7.0,Low
5334,Employee 5334,48,8.0,1,90.0,46,7.0,3.0,7.0,Low
5335,Employee 5335,52,5.0,1,69.0,36,7.0,6.0,7.0,Low
5336,Employee 5336,37,9.0,3,90.0,42,8.0,5.0,6.0,Low
5337,Employee 5337,46,9.0,3,72.0,35,7.0,9.0,5.0,Low
5338,Employee 5338,46,9.0,3,52.0,38,8.0,9.0,8.0,Low
5339,Employee 5339,26,6.0,0,81.0,39,7.0,9.0,8.0,Low
5340,Employee 5340,56,6.0,3,73.0,36,6.0,6.0,8.0,Low
5341,Employee 5341,39,8.0,3,59.0,40,7.0,5.0,9.0,Low
5342,Employee 5342,36,8.0,0,52.0,47,8.0,4.0,6.0,Low
5343,Employee 5343,21,6.0,0,73.0,38,7.0,1.0,5.0,Low
5344,Employee 5344,50,5.0,4,58.0,36,5.0,7.0,5.0,Low
5345,Employee 5345,53,5.0,4,77.0,37,5.0,1.0,9.0,Low
5346,Employee 5346,22,9.0,2,62.0,35,6.0,8.0,5.0,Low
5347,Employee 5347,49,6.0,3,52.0,40,7.0,8.0,6.0,Low
5348,Employee 5348,25,8.0,2,94.0,47,9.0,1.0,9.0,Low
5349,Employee 5349,31,8.0,1,60.0,41,7.0,8.0,5.0,Low
5350,Employee 5350,45,7.0,1,81.0,42,9.0,1.0,7.0,Low
5351,Employee 5351,41,5.0,2,76.0,34,8.0,1.0,7.0,Low
5352,Employee 5352,20,8.0,1,94.0,46,8.0,8.0,7.0,Low
5353,Employee 5353,55,6.0,0,95.0,42,8.0,9.0,6.0,Low
5354,Employee 5354,44,7.0,4,96.0,48,7.0,1.0,7.0,Low
5355,Employee 5355,36,5.0,1,92.0,45,8.0,7.0,8.0,Low
5356,Employee 5356,46,8.0,2,69.0,44,7.0,9.0,5.0,Low
5357,Employee 5357,55,6.0,1,93.0,43,6.0,8.0,9.0,Low
5358,Employee 5358,32,8.0,4,99.0,37,6.0,2.0,9.0,Low
5359,Employee 5359,52,6.0,0,87.0,44,6.0,8.0,9.0,Low
5360,Employee 5360,22,6.0,0,98.0,38,8.0,9.0,7.0,Low
5361,Employee 5361,48,8.0,2,99.0,46,9.0,1.0,5.0,Low
5362,Employee 5362,37,7.0,0,68.0,33,5.0,6.0,7.0,Low
5363,Employee 5363,26,5.0,1,83.0,32,9.0,3.0,9.0,Low
5364,Employee 5364,58,5.0,4,65.0,48,5.0,2.0,9.0,Low
5365,Employee 5365,24,8.0,1,77.0,46,7.0,8.0,6.0,Low
5366,Employee 5366,42,5.0,1,50.0,49,5.0,2.0,6.0,Low
5367,Employee 5367,44,5.0,0,55.0,30,5.0,3.0,9.0,Low
5368,Employee 5368,28,8.0,0,81.0,43,6.0,2.0,7.0,Low
5369,Employee 5369,30,6.0,0,65.0,42,5.0,9.0,8.0,Low
5370,Employee 5370,34,6.0,0,84.0,48,7.0,9.0,9.0,Low
5371,Employee 5371,56,8.0,1,79.0,31,8.0,5.0,8.0,Low
5372,Employee 5372,32,5.0,0,88.0,44,7.0,3.0,9.0,Low
5373,Employee 5373,50,6.0,2,50.0,31,8.0,2.0,8.0,Low
5374,Employee 5374,51,6.0,0,53.0,40,8.0,6.0,5.0,Low
5375,Employee 5375,26,6.0,4,51.0,38,5.0,4.0,7.0,Low
5376,Employee 5376,44,7.0,4,70.0,37,5.0,1.0,9.0,Low
5377,Employee 5377,50,7.0,3,68.0,37,8.0,1.0,6.0,Low
5378,Employee 5378,46,6.0,0,57.0,40,6.0,4.0,9.0,Low
5379,Employee 5379,51,7.0,3,67.0,38,8.0,9.0,9.0,Low
5380,Employee 5380,48,8.0,3,71.0,39,8.0,9.0,5.0,Low
5381,Employee 5381,49,8.0,3,93.0,44,8.0,9.0,8.0,Low
5382,Employee 5382,56,8.0,3,77.0,33,5.0,2.0,8.0,Low
5383,Employee 5383,55,5.0,3,72.0,31,9.0,7.0,7.0,Low
5384,Employee 5384,41,9.0,3,59.0,49,5.0,4.0,5.0,Low
5385,Employee 5385,40,7.0,1,73.0,45,8.0,6.0,8.0,Low
5386,Employee 5386,23,9.0,2,58.0,34,9.0,5.0,6.0,Low
5387,Employee 5387,23,6.0,4,52.0,39,5.0,1.0,6.0,Low
5388,Employee 5388,28,8.0,0,60.0,35,8.0,8.0,5.0,Low
5389,Employee 5389,53,6.0,3,94.0,42,6.0,8.0,9.0,Low
5390,Employee 5390,34,7.0,1,92.0,32,5.0,3.0,9.0,Low
5391,Employee 5391,52,7.0,0,71.0,45,6.0,1.0,7.0,Low
5392,Employee 5392,41,6.0,2,88.0,32,6.0,3.0,9.0,Low
5393,Employee 5393,53,6.0,2,62.0,33,9.0,7.0,7.0,Low
5394,Employee 5394,46,7.0,2,94.0,43,9.0,5.0,9.0,Low
5395,Employee 5395,44,9.0,1,75.0,49,5.0,8.0,5.0,Low
5396,Employee 5396,56,9.0,4,93.0,45,7.0,3.0,5.0,Low
5397,Employee 5397,21,8.0,1,62.0,33,6.0,8.0,6.0,Low
5398,Employee 5398,51,9.0,0,50.0,32,7.0,8.0,6.0,Low
5399,Employee 5399,46,8.0,1,55.0,42,5.0,6.0,6.0,Low
5400,Employee 5400,48,5.0,1,50.0,30,6.0,9.0,9.0,Low
5401,Employee 5401,23,6.0,1,58.0,40,7.0,9.0,7.0,Low
5402,Employee 5402,38,7.0,3,90.0,40,8.0,1.0,9.0,Low
5403,Employee 5403,25,6.0,1,64.0,48,7.0,7.0,9.0,Low
5404,Employee 5404,41,5.0,4,87.0,40,8.0,7.0,5.0,Low
5405,Employee 5405,26,8.0,3,77.0,49,5.0,2.0,6.0,Low
5406,Employee 5406,43,8.0,3,89.0,45,6.0,3.0,6.0,Low
5407,Employee 5407,44,5.0,2,51.0,37,8.0,9.0,5.0,Low
5408,Employee 5408,51,5.0,1,85.0,30,6.0,7.0,9.0,Low
5409,Employee 5409,42,7.0,3,63.0,32,6.0,2.0,7.0,Low
5410,Employee 5410,40,9.0,4,88.0,30,6.0,5.0,9.0,Low
5411,Employee 5411,52,7.0,0,60.0,46,5.0,8.0,8.0,Low
5412,Employee 5412,58,8.0,4,75.0,49,8.0,4.0,6.0,Low
5413,Employee 5413,44,9.0,2,84.0,31,9.0,9.0,9.0,Low
5414,Employee 5414,58,7.0,0,99.0,30,7.0,5.0,9.0,Low
5415,Employee 5415,48,6.0,0,88.0,36,5.0,7.0,7.0,Low
5416,Employee 5416,27,9.0,3,58.0,30,7.0,4.0,8.0,Low
5417,Employee 5417,27,5.0,0,87.0,46,5.0,2.0,9.0,Low
5418,Employee 5418,55,9.0,4,58.0,30,6.0,8.0,5.0,Low
5419,Employee 5419,50,8.0,2,60.0,31,7.0,8.0,8.0,Low
5420,Employee 5420,56,8.0,3,97.0,48,7.0,8.0,6.0,Low
5421,Employee 5421,48,6.0,1,84.0,30,7.0,4.0,9.0,Low
5422,Employee 5422,26,6.0,0,71.0,41,5.0,7.0,8.0,Low
5423,Employee 5423,32,9.0,1,80.0,30,9.0,7.0,7.0,Low
5424,Employee 5424,31,7.0,0,75.0,40,7.0,7.0,7.0,Low
5425,Employee 5425,38,7.0,2,62.0,42,8.0,3.0,5.0,Low
5426,Employee 5426,54,8.0,4,78.0,46,7.0,7.0,9.0,Low
5427,Employee 5427,55,7.0,0,99.0,43,9.0,5.0,8.0,Low
5428,Employee 5428,57,7.0,0,89.0,40,6.0,4.0,7.0,Low
5429,Employee 5429,35,5.0,4,69.0,44,9.0,1.0,7.0,Low
5430,Employee 5430,24,9.0,2,80.0,34,8.0,1.0,8.0,Low
5431,Employee 5431,35,9.0,1,81.0,37,7.0,7.0,9.0,Low
5432,Employee 5432,38,5.0,1,58.0,46,5.0,5.0,9.0,Low
5433,Employee 5433,21,7.0,2,65.0,39,7.0,2.0,5.0,Low
5434,Employee 5434,43,7.0,0,83.0,39,7.0,9.0,7.0,Low
5435,Employee 5435,42,8.0,2,64.0,45,5.0,1.0,9.0,Low
5436,Employee 5436,40,9.0,0,76.0,41,5.0,6.0,6.0,Low
5437,Employee 5437,45,9.0,1,90.0,46,6.0,7.0,9.0,Low
